order_id,customer_id,product_id,order_date,quantity,total_amount,discount_code,status
1014,242,48,2026-01-05 08:21:58,3,1229.55,WELCOME10,COMPLETED
1015,683,46,2026-01-01 10:44:58,2,254.66,,COMPLETED
1016,597,13,2025-09-14 03:42:58,1,48.61,SAVE20,COMPLETED
1017,64,28,2025-05-19 04:49:58,1,274.1,,COMPLETED
1018,603,36,2025-12-04 02:31:58,1,344.04,,COMPLETED
1019,451,45,2025-11-19 13:02:58,2,930.52,,COMPLETED
1020,729,30,2025-05-19 12:08:58,3,1496.07,HOLIDAY,COMPLETED
1021,485,3,2025-06-02 06:59:58,3,157.8,,PENDING
1022,113,8,2025-09-19 07:54:58,1,352.09,,COMPLETED
1023,384,20,2025-08-11 04:37:58,2,616.94,,COMPLETED
1024,960,20,2025-08-05 19:47:58,2,616.94,,COMPLETED
1025,358,5,2025-04-05 03:06:58,1,23.0,WELCOME10,COMPLETED
1026,487,47,2026-01-17 18:24:58,1,474.01,SAVE20,COMPLETED
1027,153,47,2025-08-26 16:27:58,1,474.01,SAVE20,COMPLETED
1028,405,22,2025-12-14 15:18:58,3,352.83,,COMPLETED
1029,170,46,2025-03-26 08:16:58,2,254.66,,COMPLETED
1030,660,36,2025-04-25 20:15:58,1,344.04,,COMPLETED
1031,769,31,2025-11-25 13:43:58,1,54.55,,COMPLETED
1032,211,16,2026-03-10 08:04:58,1,388.8,SAVE20,COMPLETED
1033,504,2,2025-09-04 02:47:58,1,78.37,SAVE20,COMPLETED
1034,118,7,2025-12-15 18:54:58,1,406.62,,COMPLETED
1035,976,27,2026-02-23 18:39:58,1,80.01,,COMPLETED
1036,60,20,2025-09-28 16:56:58,1,308.47,WELCOME10,COMPLETED
1037,848,8,2025-04-08 19:51:58,2,704.18,SAVE20,COMPLETED
1038,517,25,2025-05-10 21:39:58,1,439.42,,COMPLETED
1039,418,41,2025-07-10 13:53:58,1,422.42,,COMPLETED
1040,668,9,2025-08-16 08:02:58,1,115.5,,COMPLETED
1041,173,16,2025-12-14 03:34:58,1,388.8,,COMPLETED
1042,985,40,2025-08-09 09:46:58,1,457.19,WELCOME10,COMPLETED
1043,860,44,2025-09-24 01:29:58,1,303.48,,COMPLETED
1044,547,37,2025-04-17 22:41:58,1,386.61,,COMPLETED
1045,287,28,2025-06-29 09:08:58,4,1096.4,,CANCELLED
1046,651,17,2026-03-11 03:53:58,1,434.58,WELCOME10,COMPLETED
1047,983,39,2025-08-28 14:34:58,1,486.23,,COMPLETED
1048,924,1,2026-02-20 19:02:58,1,22.26,SAVE20,COMPLETED
1049,807,42,2026-02-09 16:10:58,1,84.89,,COMPLETED
1050,996,25,2026-01-15 01:00:58,1,439.42,,COMPLETED
1051,959,13,2025-10-26 13:50:58,2,97.22,,CANCELLED
1052,367,13,2025-04-29 09:16:58,1,48.61,,RETURNED
1053,991,24,2025-03-31 22:07:58,3,619.71,,COMPLETED
1054,841,41,2025-10-01 17:31:58,1,422.42,,COMPLETED
1055,676,48,2025-12-28 11:19:58,1,409.85,,COMPLETED
1056,764,5,2025-05-17 22:35:58,1,23.0,,COMPLETED
1057,281,13,2026-02-23 14:20:58,1,48.61,,COMPLETED
1058,465,1,2025-10-18 10:19:58,3,66.78,WELCOME10,COMPLETED
1059,417,18,2025-05-15 11:09:58,1,321.49,,COMPLETED
1060,906,47,2025-07-05 14:53:58,3,1422.03,WELCOME10,COMPLETED
1061,200,22,2025-04-24 08:27:58,1,117.61,HOLIDAY,COMPLETED
1062,77,16,2025-06-21 18:57:58,1,388.8,,COMPLETED
1063,828,2,2026-01-11 10:35:58,1,78.37,,COMPLETED
1064,245,22,2025-04-10 00:09:58,2,235.22,,COMPLETED
1065,783,7,2026-01-28 04:13:58,1,406.62,,COMPLETED
1066,912,45,2025-04-15 17:39:58,3,1395.78,,COMPLETED
1067,642,28,2025-04-15 17:19:58,1,274.1,WELCOME10,COMPLETED
1068,412,7,2026-01-24 02:50:58,3,1219.86,SAVE20,COMPLETED
1069,815,28,2026-01-25 08:42:58,1,274.1,SAVE20,COMPLETED
1070,602,13,2025-05-07 16:36:58,1,48.61,,COMPLETED
1071,199,37,2025-05-17 10:08:58,1,386.61,SAVE20,COMPLETED
1072,456,12,2025-07-15 18:27:58,1,272.75,WELCOME10,COMPLETED
1073,526,42,2025-09-12 23:13:58,3,254.67,,COMPLETED
1074,618,22,2025-08-10 00:36:58,1,117.61,,COMPLETED
1075,839,36,2025-04-10 02:58:58,1,344.04,HOLIDAY,CANCELLED
1076,805,5,2025-09-03 20:18:58,1,23.0,,COMPLETED
1077,873,38,2025-12-28 00:15:58,1,223.03,,COMPLETED
1078,898,3,2025-11-21 21:34:58,1,52.6,HOLIDAY,COMPLETED
1079,639,14,2025-07-14 05:23:58,2,887.74,,COMPLETED
1080,410,12,2025-03-17 00:36:58,1,272.75,,COMPLETED
1081,298,29,2025-06-21 10:13:58,3,1349.79,,RETURNED
1082,204,13,2025-08-05 18:50:58,3,145.83,WELCOME10,COMPLETED
1083,252,12,2025-06-21 13:47:58,2,545.5,,COMPLETED
1084,141,25,2026-02-11 16:57:58,3,1318.26,SAVE20,COMPLETED
1085,829,24,2026-02-14 19:09:58,4,826.28,,COMPLETED
1086,148,9,2025-06-18 20:10:58,1,115.5,WELCOME10,COMPLETED
1087,652,16,2025-04-06 09:13:58,1,388.8,,COMPLETED
1088,55,41,2025-08-03 18:30:58,1,422.42,,COMPLETED
1089,804,31,2026-02-16 08:40:58,1,54.55,,COMPLETED
1090,384,32,2025-12-04 03:47:58,1,84.89,,COMPLETED
1091,733,32,2025-11-10 22:13:58,1,84.89,,COMPLETED
1092,208,29,2025-07-12 01:49:58,1,449.93,,COMPLETED
1093,863,24,2025-07-22 06:41:58,1,206.57,WELCOME10,COMPLETED
1094,361,15,2026-01-05 15:05:58,1,355.24,SAVE20,COMPLETED
1095,443,27,2025-09-18 04:56:58,1,80.01,,COMPLETED
1096,272,42,2025-04-21 01:33:58,1,84.89,WELCOME10,CANCELLED
1097,101,8,2025-04-19 00:38:58,1,352.09,,COMPLETED
1098,257,20,2026-02-25 21:48:58,2,616.94,HOLIDAY,COMPLETED
1099,935,17,2025-03-17 22:54:58,2,869.16,SAVE20,COMPLETED
1100,776,42,2025-03-20 05:17:58,1,84.89,SAVE20,COMPLETED
1101,741,48,2025-06-29 04:50:58,1,409.85,,COMPLETED
1102,349,6,2025-08-20 20:03:58,2,431.12,,COMPLETED
1103,874,36,2025-03-29 00:44:58,1,344.04,WELCOME10,CANCELLED
1104,10,32,2026-02-14 00:57:58,1,84.89,,COMPLETED
1105,782,50,2026-03-02 06:55:58,1,473.96,,COMPLETED
1106,945,9,2025-05-31 00:12:58,1,115.5,SAVE20,COMPLETED
1107,401,5,2025-12-12 01:48:58,1,23.0,,RETURNED
1108,655,20,2025-04-29 18:42:58,1,308.47,,COMPLETED
1109,618,32,2025-03-26 18:48:58,1,84.89,WELCOME10,COMPLETED
1110,299,43,2025-12-06 16:05:58,1,477.21,,COMPLETED
1111,932,27,2025-09-29 18:43:58,1,80.01,SAVE20,COMPLETED
1112,399,14,2025-05-18 19:55:58,1,443.87,,COMPLETED
1113,962,20,2026-01-07 20:08:58,2,616.94,WELCOME10,COMPLETED
1114,147,29,2025-04-15 02:14:58,2,899.86,,PENDING
1115,472,30,2026-01-01 15:23:58,1,498.69,WELCOME10,COMPLETED
1116,729,20,2025-09-30 09:28:58,2,616.94,SAVE20,COMPLETED
1117,922,40,2025-10-21 04:00:58,3,1371.57,HOLIDAY,COMPLETED
1118,403,45,2025-04-04 21:32:58,3,1395.78,,COMPLETED
1119,683,5,2026-03-06 13:22:58,3,69.0,SAVE20,RETURNED
1120,567,8,2025-09-17 16:24:58,1,352.09,SAVE20,COMPLETED
1121,259,14,2025-11-27 15:05:58,1,443.87,SAVE20,COMPLETED
1122,409,13,2025-10-02 14:36:58,1,48.61,WELCOME10,COMPLETED
1123,476,32,2025-11-04 15:41:58,1,84.89,HOLIDAY,RETURNED
1124,144,31,2025-08-02 18:46:58,2,109.1,,COMPLETED
1125,548,48,2025-09-29 18:40:58,1,409.85,HOLIDAY,COMPLETED
1126,452,23,2025-06-12 20:21:58,1,122.23,SAVE20,COMPLETED
1127,857,41,2025-12-06 10:18:58,2,844.84,SAVE20,COMPLETED
1128,455,4,2026-01-13 13:39:58,2,111.82,,COMPLETED
1129,245,13,2025-04-28 14:02:58,1,48.61,WELCOME10,COMPLETED
1130,697,43,2025-04-14 21:32:58,1,477.21,HOLIDAY,COMPLETED
1131,426,33,2025-05-07 23:56:58,1,302.24,,COMPLETED
1132,555,26,2025-10-18 16:50:58,1,203.86,WELCOME10,COMPLETED
1133,412,42,2025-08-21 14:00:58,1,84.89,,COMPLETED
1134,286,42,2026-01-27 00:38:58,1,84.89,SAVE20,COMPLETED
1135,614,32,2025-05-05 12:10:58,2,169.78,WELCOME10,RETURNED
1136,615,21,2026-01-31 12:00:58,1,90.07,WELCOME10,COMPLETED
1137,780,45,2025-08-23 11:06:58,1,465.26,,CANCELLED
1138,460,25,2025-11-30 10:23:58,1,439.42,,COMPLETED
1139,778,8,2025-08-18 21:23:58,1,352.09,,COMPLETED
1140,141,24,2025-11-23 22:48:58,1,206.57,HOLIDAY,COMPLETED
1141,946,47,2026-01-14 04:23:58,3,1422.03,WELCOME10,COMPLETED
1142,806,49,2025-04-03 06:26:58,4,1541.04,,COMPLETED
1143,751,22,2025-09-04 20:49:58,1,117.61,HOLIDAY,COMPLETED
1144,228,39,2025-09-25 05:56:58,1,486.23,,PENDING
1145,72,13,2025-04-09 09:45:58,3,145.83,,COMPLETED
1146,563,14,2025-07-12 05:41:58,1,443.87,WELCOME10,COMPLETED
1147,203,16,2025-10-16 19:14:58,1,388.8,,COMPLETED
1148,651,13,2025-07-31 04:41:58,4,194.44,SAVE20,COMPLETED
1149,483,29,2025-10-16 06:15:58,2,899.86,SAVE20,COMPLETED
1150,391,28,2025-04-24 23:14:58,1,274.1,WELCOME10,COMPLETED
1151,314,30,2025-08-06 02:11:58,1,498.69,WELCOME10,COMPLETED
1152,481,13,2025-05-31 19:36:58,1,48.61,SAVE20,COMPLETED
1153,426,26,2025-09-21 02:07:58,1,203.86,SAVE20,PENDING
1154,944,8,2025-09-27 07:46:58,1,352.09,WELCOME10,COMPLETED
1155,770,47,2025-09-08 06:21:58,1,474.01,,COMPLETED
1156,395,28,2025-07-17 21:06:58,1,274.1,,COMPLETED
1157,29,45,2026-02-17 09:45:58,1,465.26,,COMPLETED
1158,254,39,2026-01-04 11:29:58,1,486.23,,COMPLETED
1159,939,25,2025-10-03 12:13:58,4,1757.68,,CANCELLED
1160,898,28,2025-06-06 02:52:58,1,274.1,,COMPLETED
1161,422,49,2025-04-27 17:16:58,1,385.26,,COMPLETED
1162,215,48,2025-10-03 11:55:58,1,409.85,SAVE20,COMPLETED
1163,72,50,2026-03-05 03:09:58,1,473.96,,COMPLETED
1164,181,24,2025-06-17 11:44:58,1,206.57,,CANCELLED
1165,462,37,2025-06-29 18:48:58,1,386.61,,COMPLETED
1166,924,27,2025-10-25 10:34:58,1,80.01,,COMPLETED
1167,387,8,2025-08-01 15:57:58,1,352.09,SAVE20,COMPLETED
1168,779,7,2025-03-17 14:53:58,2,813.24,HOLIDAY,COMPLETED
1169,43,7,2025-06-30 06:26:58,1,406.62,SAVE20,COMPLETED
1170,346,39,2025-10-18 23:59:58,1,486.23,WELCOME10,COMPLETED
1171,964,24,2026-02-17 02:00:58,1,206.57,WELCOME10,COMPLETED
1172,4,30,2026-03-06 02:22:58,2,997.38,,COMPLETED
1173,890,34,2025-08-04 12:24:58,2,996.2,SAVE20,COMPLETED
1174,675,31,2025-12-02 03:18:58,1,54.55,,COMPLETED
1175,895,3,2025-08-27 11:04:58,1,52.6,SAVE20,COMPLETED
1176,814,6,2025-09-08 03:35:58,3,646.68,,PENDING
1177,927,7,2025-09-26 23:14:58,1,406.62,,PENDING
1178,804,46,2025-11-26 14:44:58,1,127.33,WELCOME10,COMPLETED
1179,562,30,2025-06-08 03:43:58,1,498.69,,COMPLETED
1180,772,43,2026-03-06 15:42:58,1,477.21,,CANCELLED
1181,335,25,2025-08-03 21:22:58,1,439.42,,COMPLETED
1182,140,35,2026-02-01 13:07:58,1,431.78,,CANCELLED
1183,785,39,2025-04-16 09:57:58,1,486.23,,COMPLETED
1184,576,28,2025-07-10 20:52:58,1,274.1,,COMPLETED
1185,759,38,2025-06-18 12:43:58,1,223.03,WELCOME10,RETURNED
1186,591,48,2025-03-13 22:39:58,1,409.85,SAVE20,RETURNED
1187,328,50,2025-09-16 11:35:58,2,947.92,,COMPLETED
1188,552,30,2025-08-21 18:28:58,3,1496.07,SAVE20,COMPLETED
1189,151,39,2025-08-05 18:23:58,1,486.23,,COMPLETED
1190,515,45,2025-05-15 22:30:58,2,930.52,,COMPLETED
1191,507,19,2026-03-09 01:39:58,5,920.4,,COMPLETED
1192,216,47,2025-07-07 12:23:58,1,474.01,SAVE20,COMPLETED
1193,307,43,2025-06-02 14:11:58,1,477.21,,COMPLETED
1194,357,49,2025-09-30 01:40:58,1,385.26,WELCOME10,COMPLETED
1195,200,45,2025-12-19 01:42:58,1,465.26,HOLIDAY,COMPLETED
1196,671,11,2026-01-02 18:04:58,1,305.83,,COMPLETED
1197,824,48,2025-06-22 13:17:58,1,409.85,HOLIDAY,COMPLETED
1198,880,10,2025-09-22 03:19:58,2,110.9,,COMPLETED
1199,486,12,2025-04-08 17:08:58,1,272.75,,COMPLETED
1200,414,16,2025-03-30 16:51:58,1,388.8,,COMPLETED
1201,177,42,2025-09-22 12:26:58,1,84.89,SAVE20,PENDING
1202,666,25,2025-08-01 10:17:58,1,439.42,,COMPLETED
1203,125,32,2026-02-05 11:34:58,1,84.89,,COMPLETED
1204,587,31,2025-08-01 12:23:58,1,54.55,SAVE20,COMPLETED
1205,661,45,2025-10-21 23:12:58,1,465.26,,COMPLETED
1206,883,35,2025-06-16 02:28:58,2,863.56,,COMPLETED
1207,803,34,2025-11-18 16:09:58,2,996.2,,RETURNED
1208,920,8,2025-06-14 09:20:58,1,352.09,WELCOME10,COMPLETED
1209,132,37,2025-06-27 09:46:58,1,386.61,,COMPLETED
1210,128,33,2025-08-13 01:10:58,1,302.24,,COMPLETED
1211,969,34,2025-08-11 11:10:58,1,498.1,,COMPLETED
1212,933,23,2026-01-18 07:08:58,1,122.23,HOLIDAY,COMPLETED
1213,243,3,2025-06-17 17:55:58,3,157.8,,COMPLETED
1214,222,38,2025-09-12 21:44:58,2,446.06,,COMPLETED
1215,267,25,2026-02-08 19:01:58,1,439.42,,COMPLETED
1216,712,10,2025-12-12 19:40:58,1,55.45,,COMPLETED
1217,198,46,2025-09-20 08:18:58,1,127.33,SAVE20,COMPLETED
1218,324,28,2025-09-23 14:14:58,1,274.1,,COMPLETED
1219,701,36,2025-10-07 15:57:58,1,344.04,WELCOME10,COMPLETED
1220,150,15,2025-07-31 13:42:58,1,355.24,SAVE20,RETURNED
1221,802,8,2025-06-11 06:22:58,3,1056.27,,COMPLETED
1222,718,37,2025-08-05 06:53:58,1,386.61,,COMPLETED
1223,770,25,2025-06-14 01:27:58,2,878.84,SAVE20,COMPLETED
1224,266,1,2026-02-28 06:21:58,1,22.26,,COMPLETED
1225,754,18,2025-04-10 13:16:58,4,1285.96,HOLIDAY,COMPLETED
1226,724,30,2025-06-15 03:58:58,2,997.38,WELCOME10,RETURNED
1227,534,46,2025-07-08 23:16:58,3,381.99,SAVE20,COMPLETED
1228,866,6,2026-01-31 15:40:58,2,431.12,,COMPLETED
1229,87,48,2025-08-07 07:35:58,1,409.85,SAVE20,COMPLETED
1230,955,47,2025-05-22 05:07:58,1,474.01,SAVE20,COMPLETED
1231,195,48,2025-03-17 12:03:58,2,819.7,,RETURNED
1232,678,34,2026-02-27 08:38:58,1,498.1,HOLIDAY,CANCELLED
1233,783,34,2025-07-06 18:40:58,1,498.1,,COMPLETED
1234,53,28,2025-11-22 01:46:58,1,274.1,WELCOME10,CANCELLED
1235,256,35,2025-05-12 22:55:58,1,431.78,,COMPLETED
1236,647,37,2025-09-30 20:35:58,1,386.61,SAVE20,PENDING
1237,869,32,2025-04-12 00:36:58,1,84.89,WELCOME10,COMPLETED
1238,6,23,2025-06-17 01:58:58,1,122.23,SAVE20,COMPLETED
1239,542,33,2025-05-31 02:43:58,3,906.72,,COMPLETED
1240,257,15,2025-11-09 01:59:58,1,355.24,,COMPLETED
1241,276,7,2025-10-24 11:29:58,1,406.62,WELCOME10,COMPLETED
1242,6,23,2026-03-11 19:43:58,1,122.23,,COMPLETED
1243,762,22,2025-03-29 19:18:58,1,117.61,,RETURNED
1244,122,27,2025-11-19 07:07:58,2,160.02,WELCOME10,COMPLETED
1245,800,26,2025-11-25 13:35:58,2,407.72,,COMPLETED
1246,111,2,2025-05-16 17:58:58,1,78.37,,COMPLETED
1247,351,28,2026-01-13 12:36:58,1,274.1,WELCOME10,COMPLETED
1248,780,28,2025-07-18 08:45:58,2,548.2,,COMPLETED
1249,118,17,2026-03-06 21:18:58,2,869.16,SAVE20,COMPLETED
1250,830,7,2026-03-07 13:08:58,1,406.62,,COMPLETED
1251,153,15,2025-05-13 18:01:58,1,355.24,,COMPLETED
1252,632,13,2025-04-28 15:00:58,1,48.61,,COMPLETED
1253,237,15,2025-09-02 03:06:58,1,355.24,,COMPLETED
1254,113,18,2025-09-15 21:58:58,2,642.98,WELCOME10,PENDING
1255,187,3,2025-03-13 15:18:58,2,105.2,WELCOME10,COMPLETED
1256,931,39,2025-05-04 02:47:58,1,486.23,WELCOME10,COMPLETED
1257,115,7,2026-02-18 14:19:58,1,406.62,WELCOME10,COMPLETED
1258,830,24,2026-01-09 06:14:58,1,206.57,,COMPLETED
1259,90,7,2025-05-19 10:23:58,1,406.62,,RETURNED
1260,906,42,2025-06-18 20:21:58,1,84.89,,CANCELLED
1261,634,22,2025-08-15 13:06:58,5,588.05,,COMPLETED
1262,45,9,2025-06-20 03:11:58,2,231.0,WELCOME10,COMPLETED
1263,735,8,2025-10-22 16:06:58,1,352.09,,COMPLETED
1264,714,9,2025-08-08 15:12:58,1,115.5,HOLIDAY,COMPLETED
1265,507,44,2025-12-11 05:40:58,1,303.48,,COMPLETED
1266,411,39,2025-07-30 19:47:58,1,486.23,,COMPLETED
1267,901,33,2025-11-02 06:21:58,2,604.48,WELCOME10,PENDING
1268,304,46,2025-07-29 06:43:58,1,127.33,,COMPLETED
1269,41,41,2025-05-27 22:35:58,1,422.42,HOLIDAY,RETURNED
1270,844,14,2025-12-11 16:36:58,1,443.87,WELCOME10,COMPLETED
1271,723,36,2025-07-27 12:44:58,1,344.04,WELCOME10,RETURNED
1272,641,1,2025-09-11 21:22:58,4,89.04,WELCOME10,RETURNED
1273,551,43,2026-01-05 17:22:58,2,954.42,,COMPLETED
1274,642,41,2026-01-17 06:49:58,2,844.84,WELCOME10,COMPLETED
1275,596,41,2025-10-01 18:04:58,1,422.42,WELCOME10,COMPLETED
1276,491,6,2025-11-21 19:05:58,1,215.56,,COMPLETED
1277,966,47,2025-06-14 09:54:58,1,474.01,,COMPLETED
1278,704,39,2025-06-17 15:45:58,1,486.23,SAVE20,CANCELLED
1279,994,26,2025-05-04 13:09:58,1,203.86,,COMPLETED
1280,394,2,2025-05-08 14:24:58,2,156.74,,COMPLETED
1281,86,18,2025-05-26 10:14:58,1,321.49,,COMPLETED
1282,838,22,2026-03-10 15:48:58,1,117.61,,COMPLETED
1283,491,10,2025-07-15 15:10:58,1,55.45,,COMPLETED
1284,106,35,2025-08-11 17:08:58,3,1295.34,,COMPLETED
1285,230,2,2025-07-08 03:00:58,1,78.37,,CANCELLED
1286,701,25,2026-02-28 12:28:58,3,1318.26,,RETURNED
1287,230,7,2025-08-05 00:40:58,1,406.62,WELCOME10,CANCELLED
1288,942,6,2025-04-05 08:45:58,1,215.56,,COMPLETED
1289,436,10,2026-02-18 10:55:58,1,55.45,WELCOME10,PENDING
1290,278,32,2026-02-15 01:35:58,1,84.89,,PENDING
1291,153,50,2026-02-11 17:56:58,1,473.96,,COMPLETED
1292,1000,31,2025-04-16 17:12:58,1,54.55,,COMPLETED
1293,131,12,2025-09-27 00:56:58,1,272.75,,RETURNED
1294,617,41,2025-08-30 18:27:58,3,1267.26,SAVE20,COMPLETED
1295,510,35,2025-12-12 05:10:58,1,431.78,SAVE20,COMPLETED
1296,733,27,2025-12-08 08:25:58,1,80.01,HOLIDAY,COMPLETED
1297,371,1,2025-06-25 13:59:58,1,22.26,,COMPLETED
1298,358,24,2025-05-23 23:05:58,1,206.57,,COMPLETED
1299,230,4,2025-05-22 17:20:58,2,111.82,,COMPLETED
1300,989,28,2025-09-19 15:20:58,1,274.1,SAVE20,COMPLETED
1301,892,11,2025-03-28 17:59:58,1,305.83,,COMPLETED
1302,852,27,2025-05-28 19:06:58,2,160.02,SAVE20,COMPLETED
1303,346,29,2026-02-07 11:36:58,1,449.93,,PENDING
1304,33,39,2025-06-10 05:46:58,1,486.23,,CANCELLED
1305,466,36,2026-03-12 22:34:58,1,344.04,,COMPLETED
1306,954,11,2025-07-30 16:09:58,1,305.83,HOLIDAY,COMPLETED
1307,634,4,2025-07-04 01:47:58,2,111.82,HOLIDAY,COMPLETED
1308,321,42,2026-02-05 02:28:58,1,84.89,WELCOME10,COMPLETED
1309,200,18,2025-05-07 16:40:58,1,321.49,,COMPLETED
1310,167,35,2025-05-06 15:49:58,1,431.78,,COMPLETED
1311,654,3,2025-07-14 21:41:58,4,210.4,,RETURNED
1312,496,3,2025-04-06 23:41:58,3,157.8,WELCOME10,COMPLETED
1313,982,26,2025-11-24 19:56:58,2,407.72,,COMPLETED
1314,100,22,2025-10-08 13:08:58,1,117.61,,COMPLETED
1315,392,31,2026-01-07 14:54:58,1,54.55,,PENDING
1316,96,46,2025-07-09 20:27:58,1,127.33,HOLIDAY,COMPLETED
1317,987,33,2025-12-03 13:14:58,1,302.24,SAVE20,COMPLETED
1318,348,19,2025-09-14 09:30:58,3,552.24,HOLIDAY,COMPLETED
1319,397,16,2025-06-28 09:14:58,1,388.8,,COMPLETED
1320,510,7,2025-03-20 18:25:58,3,1219.86,SAVE20,COMPLETED
1321,322,11,2025-08-11 18:40:58,1,305.83,WELCOME10,COMPLETED
1322,184,46,2025-11-03 22:06:58,4,509.32,,CANCELLED
1323,963,8,2025-12-30 04:38:58,1,352.09,SAVE20,COMPLETED
1324,635,44,2025-05-19 03:59:58,1,303.48,WELCOME10,COMPLETED
1325,424,33,2025-10-29 22:32:58,3,906.72,,RETURNED
1326,59,48,2025-07-17 12:28:58,1,409.85,,COMPLETED
1327,163,37,2025-10-03 15:50:58,1,386.61,,COMPLETED
1328,478,30,2026-02-05 07:33:58,2,997.38,,COMPLETED
1329,111,26,2025-10-20 20:01:58,1,203.86,WELCOME10,RETURNED
1330,498,14,2026-03-08 13:06:58,1,443.87,,COMPLETED
1331,972,31,2025-05-27 09:49:58,1,54.55,,COMPLETED
1332,64,24,2025-10-20 04:49:58,1,206.57,HOLIDAY,COMPLETED
1333,259,41,2025-06-11 15:45:58,1,422.42,,COMPLETED
1334,730,29,2025-10-14 05:49:58,1,449.93,,COMPLETED
1335,95,28,2025-09-04 22:46:58,1,274.1,SAVE20,COMPLETED
1336,706,11,2026-03-05 02:58:58,3,917.49,,COMPLETED
1337,916,39,2025-06-22 16:22:58,1,486.23,WELCOME10,COMPLETED
1338,844,47,2025-08-22 13:45:58,3,1422.03,SAVE20,PENDING
1339,117,44,2025-10-07 22:09:58,2,606.96,,COMPLETED
1340,655,38,2025-05-01 14:49:58,2,446.06,SAVE20,COMPLETED
1341,793,11,2026-01-15 01:49:58,1,305.83,HOLIDAY,COMPLETED
1342,15,24,2025-09-15 13:55:58,3,619.71,HOLIDAY,COMPLETED
1343,467,27,2025-10-10 00:58:58,2,160.02,,RETURNED
1344,344,8,2025-06-12 04:03:58,1,352.09,,COMPLETED
1345,292,43,2026-03-01 11:03:58,1,477.21,,COMPLETED
1346,107,6,2026-02-08 14:15:58,3,646.68,SAVE20,COMPLETED
1347,639,35,2025-05-04 10:04:58,1,431.78,HOLIDAY,COMPLETED
1348,431,14,2025-07-06 04:11:58,1,443.87,SAVE20,RETURNED
1349,360,30,2025-10-11 10:21:58,2,997.38,,CANCELLED
1350,801,15,2025-11-27 22:53:58,3,1065.72,WELCOME10,COMPLETED
1351,815,27,2026-02-20 20:36:58,3,240.03,,COMPLETED
1352,158,24,2025-12-04 13:14:58,1,206.57,,RETURNED
1353,248,36,2025-09-29 20:15:58,1,344.04,,COMPLETED
1354,962,41,2025-09-29 12:47:58,1,422.42,,COMPLETED
1355,237,7,2026-03-11 18:08:58,1,406.62,,CANCELLED
1356,858,36,2025-06-02 23:49:58,1,344.04,SAVE20,COMPLETED
1357,789,38,2025-05-30 14:15:58,2,446.06,,COMPLETED
1358,761,47,2025-05-19 04:16:58,1,474.01,,COMPLETED
1359,920,15,2025-08-12 20:10:58,2,710.48,WELCOME10,COMPLETED
1360,282,6,2025-05-26 09:37:58,1,215.56,,COMPLETED
1361,611,8,2025-05-06 17:54:58,1,352.09,,COMPLETED
1362,865,24,2025-06-28 01:42:58,1,206.57,SAVE20,COMPLETED
1363,983,41,2025-04-21 20:19:58,1,422.42,,CANCELLED
1364,828,11,2025-06-13 22:36:58,3,917.49,,RETURNED
1365,356,31,2026-01-22 09:10:58,1,54.55,,COMPLETED
1366,31,35,2025-03-25 06:08:58,2,863.56,WELCOME10,COMPLETED
1367,223,2,2025-08-27 17:50:58,1,78.37,WELCOME10,COMPLETED
1368,205,6,2025-09-08 12:11:58,1,215.56,,COMPLETED
1369,447,33,2025-10-03 19:52:58,1,302.24,SAVE20,COMPLETED
1370,813,50,2026-01-07 22:46:58,2,947.92,SAVE20,PENDING
1371,434,39,2025-07-31 00:15:58,1,486.23,SAVE20,COMPLETED
1372,362,24,2026-01-30 16:04:58,1,206.57,,COMPLETED
1373,420,19,2026-01-17 10:09:58,1,184.08,,COMPLETED
1374,331,28,2025-06-17 00:51:58,1,274.1,WELCOME10,COMPLETED
1375,322,8,2025-03-18 00:20:58,1,352.09,,COMPLETED
1376,815,21,2025-07-11 06:40:58,1,90.07,,COMPLETED
1377,575,18,2026-01-19 10:40:58,1,321.49,,COMPLETED
1378,326,21,2025-06-22 19:39:58,2,180.14,,RETURNED
1379,432,8,2025-05-16 03:46:58,1,352.09,,COMPLETED
1380,292,2,2026-02-06 07:36:58,3,235.11,,COMPLETED
1381,413,3,2025-12-12 05:38:58,1,52.6,,COMPLETED
1382,850,27,2025-08-14 21:56:58,2,160.02,,COMPLETED
1383,321,32,2026-01-20 15:01:58,1,84.89,SAVE20,COMPLETED
1384,991,8,2025-09-21 08:42:58,1,352.09,,COMPLETED
1385,331,45,2025-10-22 20:46:58,1,465.26,,RETURNED
1386,957,45,2025-04-08 22:32:58,2,930.52,,CANCELLED
1387,77,17,2025-08-29 12:15:58,2,869.16,WELCOME10,COMPLETED
1388,948,9,2026-01-06 03:43:58,1,115.5,,PENDING
1389,990,27,2026-02-03 04:18:58,1,80.01,,COMPLETED
1390,502,18,2025-08-25 13:06:58,1,321.49,WELCOME10,COMPLETED
1391,362,36,2025-07-16 11:17:58,2,688.08,HOLIDAY,COMPLETED
1392,996,32,2025-04-12 19:36:58,1,84.89,SAVE20,COMPLETED
1393,108,22,2025-06-28 08:24:58,1,117.61,WELCOME10,COMPLETED
1394,672,10,2025-11-26 17:34:58,1,55.45,SAVE20,RETURNED
1395,889,40,2025-11-30 20:25:58,1,457.19,WELCOME10,COMPLETED
1396,703,20,2026-01-03 09:42:58,1,308.47,HOLIDAY,COMPLETED
